timestamp,open,high,low,close,volume
2025-04-11 09:30:00,388.507829616709,390.3122497722825,388.2872350881961,390.1951504652898,4140066
2025-04-11 09:31:00,352.24591911975403,354.15594964966226,351.1727303220379,352.2566794477418,1597228
2025-04-11 09:32:00,151.6543996076993,154.16355762748893,147.3682143355748,150.7974074506303,2345566
2025-04-11 09:33:00,413.5628039252849,416.66688112668635,410.6108633603626,410.97550493408147,1152624
2025-04-11 09:34:00,304.8901942213448,307.27914418254215,302.36190257571764,302.7872313797207,2336538
2025-04-11 09:35:00,481.2541544753733,483.93062140216847,477.41410076281625,479.9936215761809,1506879
2025-04-11 09:36:00,133.4179746230883,136.6698792525547,129.7908827980941,131.59157218488605,2654556
2025-04-11 09:37:00,268.2047895322203,269.25250680376354,264.5504958990623,267.4463556689433,1334641
2025-04-11 09:38:00,452.11706729680503,455.54744674973085,449.28781212063717,452.76073578572306,2962883
2025-04-11 09:39:00,113.46353177800185,117.27530363289256,110.09321187151691,114.93074796541686,3195860
2025-04-11 09:40:00,314.1552522531382,316.8035254848988,312.56094841340285,315.50653687294545,2251891
2025-04-11 09:41:00,119.97259018610684,122.2765714547501,115.68336157399219,121.22205986839789,4312884
2025-04-11 09:42:00,340.23145090497826,342.1749162134179,339.2661704926621,341.7274089887066,1989365
2025-04-11 09:43:00,345.4874957434228,347.712882690814,340.7352685341891,342.12103045474026,3193472
2025-04-11 09:44:00,476.3088744111006,480.3118232195586,472.0572113711799,477.171495458746,3673351
2025-04-11 09:45:00,140.95384612948027,142.08414643691378,137.50244744786139,141.77245531893814,2124583
2025-04-11 09:46:00,366.26702894929747,369.84286239570486,362.06725447601394,367.50220041591484,4678660
2025-04-11 09:47:00,222.58006844222726,224.52597047712945,219.6460882010113,221.4828753420685,4418804
2025-04-11 09:48:00,196.76211409194724,197.93910958245525,192.2384216765291,195.66426053310258,2704735
2025-04-11 09:49:00,359.6383552422165,363.7426743064202,357.23662197488045,361.0546447048282,2942229
2025-04-11 09:50:00,157.21202039941153,161.75222548002776,154.15013514297002,161.140472159606,351771
2025-04-11 09:51:00,334.0518791264865,334.6903117192807,329.37104153797304,330.50688982772783,2017200
2025-04-11 09:52:00,269.82312445607295,270.4961260165996,266.254610165221,268.89919341697475,1711005
2025-04-11 09:53:00,155.25748567300238,155.97245316313317,151.946927674243,153.47829654611306,2262875
2025-04-11 09:54:00,104.25932260846534,106.7659969764777,100.07392224788639,102.039693398609,2643293
2025-04-11 09:55:00,312.65821839661106,317.3345384990785,309.90367302967576,313.2002365145648,447653
2025-04-11 09:56:00,362.347118182759,363.86051686055646,357.84914835047556,362.73224570283946,1635655
2025-04-11 09:57:00,344.6761483562299,348.0436106514598,342.5114444147633,342.83379914367424,2401254
2025-04-11 09:58:00,305.8361425999874,308.30724842838913,305.82507207017915,307.25022455087424,2903153
2025-04-11 09:59:00,285.5744630637435,287.31706650251465,285.1080211028367,287.0394976937708,2937904
2025-04-11 10:00:00,241.15574672427095,242.31754351578022,240.23686846617667,240.9700256425154,1614345
2025-04-11 10:01:00,472.9722414069014,474.8097277101942,472.0345894419171,472.7831778579312,4778584
2025-04-11 10:02:00,227.64057500782027,230.6587965750033,227.47248825323973,229.98793760300256,4449724
2025-04-11 10:03:00,228.76872361718358,229.72009046729661,226.65315919101235,228.48512916259943,3245984
2025-04-11 10:04:00,193.4627729780671,197.1044384920256,192.99490876661952,196.81938896708277,3317034
2025-04-11 10:05:00,242.3087848017496,244.8919461963533,241.511196653551,243.7586691017001,2185153
2025-04-11 10:06:00,499.35508745574407,499.425479159403,496.7551007587764,499.2308445233963,3134326
2025-04-11 10:07:00,497.7799228340965,499.84227534854216,497.25707238878573,499.5899654205463,2571808
2025-04-11 10:08:00,490.9378076232417,492.75517400915555,488.42350804080274,489.20938740709045,2597651
2025-04-11 10:09:00,438.1840393257805,442.75321152055693,434.3300948009662,441.43243885191526,1140067
2025-04-11 10:10:00,216.97553162467815,221.69732973050088,215.964314515441,216.0724589157506,108166
2025-04-11 10:11:00,150.64891933670566,151.94190562064523,148.94200641504534,149.17188457355863,2001536
2025-04-11 10:12:00,116.58890649270752,119.65807254892052,112.4746660938356,118.19900039232266,3277147
2025-04-11 10:13:00,391.63769791944566,396.09489143691394,387.24368279194147,387.6004914994747,4643000
2025-04-11 10:14:00,285.4245401837161,288.8185025257827,285.22622668086785,285.58141158301896,2205289
2025-04-11 10:15:00,459.13876360394255,462.3255001645905,454.15115514626996,458.75046038186775,2881692
2025-04-11 10:16:00,449.7677544727038,453.6361000317804,449.66929750945263,452.7698224344826,584621
2025-04-11 10:17:00,260.7459028845981,262.4300331016198,259.1818253703048,260.05956896363045,578365
2025-04-11 10:18:00,353.50029848132226,354.66233509487455,351.1168411970643,352.7145814885077,4934145
2025-04-11 10:19:00,399.63191330808934,400.35097261599367,398.55267688042767,398.5650912541498,2066550
2025-04-11 10:20:00,345.25807957784303,347.7873072866173,342.1374554048578,347.73437655446105,3057428
2025-04-11 10:21:00,336.78411568098204,338.5512742325324,335.0110046201485,338.04718615029856,4361920
2025-04-11 10:22:00,193.0954314906402,197.53017204920752,190.4018743562758,192.76549638470576,4664873
2025-04-11 10:23:00,170.34895422319627,173.25827477451537,165.68123261213597,169.14728538191298,756918
2025-04-11 10:24:00,331.3686843760611,335.52619965418984,328.3150076934045,330.7718046380559,4605240
2025-04-11 10:25:00,185.8580785747463,187.50295554325368,181.24438671331612,183.0651642672621,1943624
2025-04-11 10:26:00,485.335437409102,489.0599640681009,485.26062044804183,489.0448755886901,1678084
2025-04-11 10:27:00,369.8826756027619,374.2777023974646,368.00942737504016,373.0481373789608,1719188
2025-04-11 10:28:00,378.23936427019646,378.9974133337521,378.04315647451125,378.6701127104826,4533816
